Class,LeftX,LeftY,LeftZ,LeftThumb,LeftIndex,LeftMiddle,LeftRing,LeftPinky,leftSpeed,leftConf,leftPitch,LeftYaw,LeftRoll,leftThumbExt,leftIndexExt,leftMiddleExt,leftRingExt,leftPinkyExt,RightX,RightY,RightZ,RightThumb,RightIndex,RightMiddle,RightRing,RightPinky,rightSpeed,rightConf,rightPitch,rightYaw,rightRoll,rightThumbExt,rightIndexExt,rightMiddleExt,rightRingExt,rightPinkyExt,HandDist
discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete,discrete,discrete,discrete,discrete,continuous
Who,,,,,,,,,,,,,,,,,,,0.03571709,0.3292297,-0.09666292,0.0518177,0.03904439,0.03250564,0.03330979,0.03500607,0.01308442,0.02758779,2.387788,-2.579391,-1.145579,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03604722,0.3292115,-0.09625556,0.05026729,0.04164473,0.03347453,0.03386239,0.03516257,0.02252778,0.03987665,2.376961,-2.588185,-1.15284,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03467339,0.328785,-0.09476218,0.04826627,0.08371078,0.0362896,0.03458655,0.03551664,0.0696796,0.05571837,2.421498,-2.567875,-1.077783,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03369916,0.3274946,-0.09163579,0.04722321,0.08744384,0.03769806,0.03499383,0.03572603,0.05760057,0.07296842,2.478596,-2.588382,-1.064791,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03418249,0.3277001,-0.09240774,0.04952996,0.06583329,0.03651871,0.03445616,0.03491343,0.05110332,0.04502429,2.475542,-2.590195,-1.088367,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03550059,0.3285195,-0.09483589,0.05203768,0.03827915,0.03258304,0.03349405,0.03516198,0.05048649,0.03484247,2.403784,-2.601711,-1.153815,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03627693,0.3288864,-0.09545366,0.05171197,0.03798135,0.03257852,0.03344357,0.03510444,0.01447745,0.03771567,2.375011,-2.609351,-1.167669,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03606317,0.3289107,-0.09533535,0.0514298,0.03999376,0.03333209,0.03383593,0.03520618,0.01311715,0.04269297,2.367558,-2.61053,-1.168851,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03453669,0.3283102,-0.09444281,0.04950967,0.0824665,0.03522034,0.03437813,0.03539779,0.06235395,0.04185292,2.396714,-2.577602,-1.102907,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03312505,0.3263961,-0.09055805,0.04791757,0.08668618,0.03779174,0.03477374,0.03552382,0.07428685,0.05007557,2.479864,-2.609963,-1.098933,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03271926,0.3248814,-0.08941502,0.04667175,0.0873749,0.03833771,0.03489165,0.03547148,0.02533888,0.04927747,2.502933,-2.616547,-1.100873,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03371409,0.3259643,-0.09170421,0.05076281,0.04443596,0.03463079,0.03411485,0.03497017,0.05500983,0.03949086,2.463124,-2.625812,-1.155752,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03379792,0.325392,-0.09304897,0.04948667,0.03839944,0.03278422,0.03349273,0.03515046,0.01279205,0.03082676,2.395631,-2.62725,-1.181509,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03412595,0.3252563,-0.09310074,0.04796014,0.03836996,0.03278417,0.03350349,0.03506744,0.01883695,0.03218642,2.372922,-2.645585,-1.203342,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03299453,0.3248573,-0.09266789,0.04425014,0.07657975,0.03483895,0.03430569,0.03538959,0.03555153,0.02622209,2.375203,-2.629263,-1.159821,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03156715,0.3229206,-0.08924934,0.04329255,0.08676696,0.03667156,0.03480113,0.03578193,0.06717736,0.04504272,2.466912,-2.650079,-1.139177,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03169974,0.3217977,-0.08803691,0.04290114,0.08738969,0.03672212,0.03491222,0.03584521,0.01836528,0.0380174,2.484453,-2.66842,-1.158636,False,True,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03298158,0.3228185,-0.0895131,0.04715083,0.05742864,0.03629306,0.0343269,0.03465045,0.06753207,0.0313971,2.468062,-2.680887,-1.202048,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03415998,0.3230996,-0.09174909,0.04813039,0.03805943,0.03261046,0.03340336,0.03503595,0.02649483,0.02072649,2.380928,-2.690857,-1.255945,False,False,False,False,False,0
Who,,,,,,,,,,,,,,,,,,,0.03456883,0.3239895,-0.09233993,0.04734359,0.03797124,0.03266924,0.03343313,0.03504032,0.01696939,0.0245094,2.346307,-2.693727,-1.264408,False,False,False,False,False,0
